pubkey,sta,vt
0x03ba060b3e8073df6b6b2845d4805d6d8cb25099e066ea653a11ba306205d4b7d0,0xffa2f26461cfa4994e45beba6141d59d1174cdfc,0x011,0x53Ca1701DbA1c4C2f8F046bcEc531817c1D1B6bD,03c242761bb65b8f3c0183644d9bc6012d57c3ffc85a04f46bed7e3b03e1b826dd,01,85769191,0x6f269e44B22ba42007592F2806d41Aa01cA39aA0,03f2c2aa7fdda4285ffc139f2c86f7cb33c7cde84f92740ccf2e3bb53a641c0832,01,8577391
